Unnamed: 0,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
0,Harry Kane,Tottenham,EPL,38,3382,25,20,1,22.732073578983545,3.088511780835688,18.926266126334667,0.6049339509487046,0.082189846326201,0.5036558105766173,F,159,44,5,0,8.189033068716526,26.939671490341425
1,Sergio Agüero,Manchester City,EPL,30,2399,24,20,2,20.077213659882545,2.0287597198039293,16.271369472146034,0.7532093494745432,0.076110202076846,0.6104307013310308,F S,119,27,1,0,3.925958522595465,18.786789989098907
2,Jamie Vardy,Leicester,EPL,36,3154,24,19,6,22.135407269001007,6.267152491956949,17.56843115389347,0.6316381275238081,0.1788344084578711,0.5013185808022868,F,115,48,5,1,2.8863560035824776,24.595971267670397
3,Romelu Lukaku,Everton,EPL,37,3194,18,17,6,20.05878111720085,5.680434506386519,18.53648015856743,0.5652129932836808,0.1600623373746983,0.5223178504292638,F S,118,51,3,0,7.63484107516706,24.024903159588572
4,Riyad Mahrez,Leicester,EPL,37,3087,17,13,11,11.882148338481784,11.45409781858325,7.315135253593326,0.3464183189061744,0.3339387119120481,0.2132692493758987,M S,86,68,1,0,7.174407683312893,21.18506269901991
5,Olivier Giroud,Arsenal,EPL,38,2411,16,15,6,14.503995144739749,5.762218959629536,13.742826307192445,0.5414183173067513,0.2150973481404638,0.5130047149097138,F S,101,36,2,0,6.915774317458272,18.88523508235812
6,Odion Ighalo,Watford,EPL,37,3160,15,15,3,16.093813683837652,2.2321923915296797,16.093813683837652,0.4583681112485407,0.0635750997587566,0.4583681112485407,F M S,109,37,4,0,2.764592749066651,18.00225553661585
7,Jermain Defoe,Sunderland,EPL,33,2558,15,14,1,11.712618228048086,1.1022662846371531,10.951449390500784,0.4120936827694791,0.0387818473875464,0.3853129183522559,F M S,85,22,3,0,1.326957743614912,12.26389168575406
8,Alexis Sánchez,Arsenal,EPL,30,2463,13,13,4,13.104380078613758,8.554748680442572,13.104380078613758,0.4788445826533651,0.3125973939260379,0.4788445826533651,M S,107,62,1,0,11.864847148768604,27.01940755546093
9,Troy Deeney,Watford,EPL,38,3291,13,7,7,12.199144696816802,7.923331122845411,6.870962786488235,0.3336138021007329,0.2166817991662373,0.1879023551455305,F M S,94,56,6,0,3.990332080051303,15.776730716228483
10,André Ayew,Swansea,EPL,34,2967,12,12,2,8.462969841435552,2.3377326708287,8.462969841435552,0.2567129375561846,0.0709120122597179,0.2567129375561846,F M,67,23,5,0,3.83033540006727,12.215985130518677
11,Diego Costa,Chelsea,EPL,28,2386,12,12,6,12.080561252310872,2.8887829119339585,12.080561252310872,0.4556791754853221,0.1089649882959162,0.4556791754853221,F S,68,30,8,0,5.290680217556655,18.07464148849249
12,Anthony Martial,Manchester United,EPL,31,2632,11,11,4,7.273542748764157,6.173325615003705,7.273542748764157,0.2487153675489263,0.2110939609993668,0.2487153675489263,F M S,57,37,2,0,5.890168622136116,15.5774281360209
13,Gylfi Sigurdsson,Swansea,EPL,36,2921,11,8,3,7.710647851228714,5.4298335667699575,5.427141267806292,0.2375755928143048,0.1673005891849696,0.1672176357762979,F M S,88,57,6,0,4.88439579308033,10.766502061858771
14,Georginio Wijnaldum,Newcastle United,EPL,38,3178,11,10,5,7.928207719698548,3.817440377548337,7.1670388747006655,0.2245244476944208,0.10810875833208,0.2029683759355128,M S,54,47,1,0,5.733466842211783,14.63786890078336
15,Sadio Mané,Southampton,EPL,37,2614,11,11,6,12.514566510915756,5.139248859137297,11.753397673368454,0.4308764292205119,0.1769442988991418,0.4046693919675443,F M S,86,41,4,2,5.373993405140936,17.627265740185976
16,Graziano Pellè,Southampton,EPL,30,2167,11,11,6,7.350174624472856,3.987357068806887,7.350174624472856,0.3052679816347748,0.1656032008272357,0.3052679816347748,F S,80,37,6,0,3.892818572930992,13.013468904420732
17,Marko Arnautovic,Stoke,EPL,34,2836,11,8,6,12.059161096811296,6.117620061151683,9.775691270828249,0.3826955214079748,0.194141680360949,0.3102299768598527,F M S,70,50,2,0,6.815893989987671,18.740881353616714
18,Roberto Firmino,Liverpool,EPL,31,2005,10,10,7,7.131028613075614,5.39667608961463,7.131028613075614,0.3200960474697283,0.2422448120026517,0.3200960474697283,F M S,63,49,1,0,6.829728804528713,16.398779906332493
19,Dele Alli,Tottenham,EPL,33,2490,10,10,9,8.315971275791526,6.802972698584199,8.315971275791526,0.3005772750286093,0.2458905794668987,0.3005772750286093,M S,74,55,7,0,6.46188039239496,18.69967341888696
20,Shane Long,Southampton,EPL,28,2114,10,10,4,10.61738402955234,2.712640970014036,10.61738402955234,0.4520172954870911,0.1154861340119504,0.4520172954870911,F M S,64,33,2,0,3.420834032818675,13.091040017083287
21,Dimitri Payet,West Ham,EPL,30,2576,9,9,12,5.74861828610301,11.665764695033433,5.74861828610301,0.2008445829772014,0.4075771826680934,0.2008445829772014,F M S,69,119,3,0,6.889103649184108,16.93307714909315
22,Andy Carroll,West Ham,EPL,27,1411,9,8,2,6.137790015898645,2.761613873764873,5.37662114854902,0.39149617394109,0.176148298113989,0.3429453602901572,F S,56,20,2,0,3.0700844088569283,8.77135931700468
23,Christian Benteke,Liverpool,EPL,29,1496,9,8,3,9.98186818882823,2.7818555179983377,9.22069937363267,0.600513460557848,0.1673576180613973,0.5547212190019654,F S,61,31,2,0,1.2525702472776177,10.235846016556025
24,Aleksandar Mitrovic,Newcastle United,EPL,34,2103,9,7,4,10.339356865733862,2.224446185864508,8.817019175738096,0.4424831754237031,0.0951974116632457,0.3773332029559813,F S,79,30,4,2,2.872402520850301,10.392625395208595
25,Salomón Rondón,West Bromwich Albion,EPL,34,2581,9,9,2,9.896931395865977,1.9187825126573443,9.896931395865977,0.3451080300766904,0.0669083402321429,0.3451080300766904,F S,71,28,1,1,2.5629016431048512,9.41314269322902
26,Daniel Sturridge,Liverpool,EPL,14,981,8,8,1,5.74158351123333,0.5159464338794351,5.74158351123333,0.5267507808470945,0.0473345352182967,0.5267507808470945,F S,48,7,0,0,1.6658320389688015,7.218587189912796
27,Philippe Coutinho,Liverpool,EPL,26,2019,8,8,5,6.496308712288737,5.286337033845484,6.496308712288737,0.2895828549311472,0.2356465245399175,0.2895828549311472,F M S,111,50,2,1,6.78550577070564,16.146169386804104
28,Michail Antonio,West Ham,EPL,26,2074,8,8,3,5.896231018938124,2.8487461023032665,5.896231018938124,0.2558634482663602,0.1236196476409324,0.2558634482663602,D F M S,54,24,3,0,4.37821155693382,10.222167086787522
29,Ross Barkley,Everton,EPL,38,3102,8,6,8,8.793573524802923,5.907710941508412,7.271235790103674,0.2551326941432182,0.1714036056530487,0.2109642879140331,M S,95,56,4,0,11.840944326482711,20.87610214017332
30,Kelechi Iheanacho,Manchester City,EPL,26,727,8,8,1,4.937834335491061,1.585575483739376,4.937834335491061,0.6112862313537765,0.1962885743281208,0.6112862313537765,F M S,28,14,1,0,1.1206866605207324,6.36071580927819
31,Wayne Rooney,Manchester United,EPL,28,2411,8,7,6,7.317090217024088,4.480130920186639,6.555921349674463,0.2731389960730684,0.1672384001728732,0.2447253925635428,F M S,72,43,4,0,5.08139281347394,13.66494182869792
32,Kevin De Bruyne,Manchester City,EPL,25,2006,7,7,9,4.308096021413803,8.332030825316906,4.308096021413803,0.1932844675609383,0.3738199273571892,0.1932844675609383,M S,49,81,2,0,8.064571473747492,16.136466838419437
33,Mark Noble,West Ham,EPL,37,3221,7,4,4,3.8795144986361274,3.2432405184954405,1.5960079059004784,0.1083999704679451,0.0906214364062681,0.0445950672247882,M,34,50,8,1,8.08805356360972,10.757458293810489
34,Jordan Ayew,Aston Villa,EPL,30,2356,7,6,0,4.692514806985855,1.472521617077291,3.931345973163843,0.1792556590104953,0.0562508257796927,0.1501787510970907,F M S,59,18,6,1,1.8964077848941088,5.213557398878038
35,Pedro,Chelsea,EPL,29,2061,7,7,2,6.120481324382126,4.614513913169503,6.120481324382126,0.2672699268289138,0.2015071577803276,0.2672699268289138,M S,57,42,3,0,6.954227411188185,16.050377681851387
36,Dieumerci Mbokani,Norwich,EPL,29,1568,7,7,1,6.585033476352692,1.5376297887414694,6.585033476352692,0.3779674826988152,0.0882568118537833,0.3779674826988152,F S,37,25,0,0,1.3139004409313202,7.872767519205809
37,Dusan Tadic,Southampton,EPL,34,2318,7,6,12,6.41793198697269,8.644177986308932,5.656763209030032,0.2491863152836678,0.3356238217289922,0.219632738918336,M S,57,74,2,0,5.140119482763112,17.13092466816306
38,Bojan,Stoke,EPL,27,1741,7,5,1,4.585221365094185,1.8038741843774917,3.0629204362630844,0.2370303979658108,0.0932502450281299,0.158335921461044,F M S,36,26,2,0,4.417732667177916,8.15726572740823
39,Joshua King,Bournemouth,EPL,31,1931,6,6,2,5.712771249935031,3.5359691940248013,5.712771249935031,0.266260700411265,0.1648043642994469,0.266260700411265,F M S,55,25,1,0,1.439363314770162,9.763270203024147
40,Mesut Özil,Arsenal,EPL,35,3065,6,6,19,7.923179539851844,17.618861474096775,7.923179539851844,0.2326545378749318,0.5173564543780456,0.2326545378749318,M,48,146,4,0,18.351211052387956,32.78600184805691
41,Manuel Lanzini,West Ham,EPL,26,1941,6,6,2,4.531228530220687,2.836365611292422,4.531228530220687,0.2101033321586099,0.1315161798126316,0.2101033321586099,F M S,48,33,3,0,5.984104221686721,12.43802509829402
