,player_name,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,market_value_in_eur,height_in_cm,age_in_months_2015,points_per_game,team_rank,player_performance_valuation_standardized
83,Sébastien Squillaci,2109,0,0,0,0.9861615337431432,0.0,0.9861615337431432,0.0420837069876163,0.0,0.0420837069876163,D,13,0,6,0,1.1967505551874638,1.2911570854485035,250000.0,185.0,415.0,1.25,160,0.292845533557709
84,Achraf Lazaar,2203,2,2,3,1.4213403249159455,2.791250286623836,1.4213403249159455,0.0580665588935247,0.1140320135252588,0.0580665588935247,D M S,30,21,2,0,6.408137362450361,8.79511508718133,200000.0,184.0,278.0,1.281954887218045,87,0.2699291744420628
85,Jason Puncheon,2823,6,6,7,2.7942801611498,5.30593179538846,2.7942801611498,0.0890843834585483,0.1691582931579743,0.0890843834585483,F M S,65,65,7,1,4.623076220043004,8.855646732263267,300000.0,173.0,345.0,1.1842105263157894,180,0.2584619655852168
86,Andrea Coda,59,0,0,0,0.0,0.0306744184345006,0.0,0.0,0.0467914857475434,0.0,S,0,1,1,0,0.0,0.0306744184345006,25000.0,188.0,359.0,1.2518796992481205,99,0.25069676903981214
87,Gaël Clichy,2060,1,1,3,1.0792681593447924,2.304030353203416,1.0792681593447924,0.0471524923985588,0.1006615202855861,0.0471524923985588,D,8,26,1,0,8.59553390275687,10.750698640942574,100000.0,176.0,356.0,1.9276315789473684,13,0.2391844136830514
88,Gabriel,347,0,0,1,0.0429627597332,0.0274594109505414,0.0429627597332,0.0111430788933371,0.0071220374223306,0.0111430788933371,D S,2,1,0,0,0.8342677801847458,0.8342677801847458,100000.0,188.0,305.0,1.917763157894737,15,0.23776229920452413
89,Felipe,578,0,0,0,0.3267388753592968,0.0,0.3267388753592968,0.0508762954711707,0.0,0.0508762954711707,D S,5,0,1,0,0.4027930051088333,0.4027930051088333,25000.0,188.0,368.0,1.213235294117647,88,0.22842095896196477
90,Matthias Ostrzolek,2048,0,0,1,0.5522816190496087,1.7058377712965012,0.5522816190496087,0.024270188337141,0.0749635739339282,0.024270188337141,D S,10,16,4,1,1.261448078788817,3.273777787573636,150000.0,178.0,297.0,1.2683823529411764,84,0.22736134424645063
91,Edgar Prib,1039,1,1,2,1.2913475781679151,1.209211714565754,1.2913475781679151,0.1118587892541986,0.1047440368728757,0.1118587892541986,D F M S,10,9,4,0,0.6973310597240925,2.951100237667561,150000.0,180.0,303.0,1.213235294117647,88,0.22206327067847953
92,Craig Gardner,2697,3,3,4,3.3401153879240155,3.343790824059397,3.3401153879240155,0.1114610251810016,0.1115836759975327,0.1114610251810016,M S,56,35,10,0,4.230649571865797,8.155048488639295,400000.0,176.0,340.0,1.1203007518796992,111,0.21792041615901941
93,Antonio Candreva,2656,10,8,9,10.51412931457162,8.076554521918297,8.230272803455591,0.3562769722558154,0.2736784288300627,0.278887256141191,F M S,117,58,6,0,7.250304103828967,18.70710145868361,1000000.0,180.0,337.0,1.521594684385382,38,0.21389754877524372
94,Jorginho,1278,0,0,0,0.2535485867410898,1.199434314854443,0.2535485867410898,0.0178555342775415,0.0844672052714396,0.0178555342775415,M S,8,21,5,0,4.868702583014965,5.915071150287986,300000.0,171.0,234.0,1.780730897009967,21,0.1910446047465027
95,Radja Nainggolan,2777,5,5,2,2.909552006982267,2.927887151017785,2.909552006982267,0.0942958878748304,0.0948901129245951,0.0942958878748304,M S,81,36,10,0,13.4380689766258,17.97578419186175,500000.0,177.0,322.0,1.844884488448845,17,0.18749954796362356
96,Marc Stendera,1855,3,3,5,1.2421202408149838,3.057875107973814,1.2421202408149838,0.0602645938939884,0.1483605173680017,0.0602645938939884,F M S,24,31,6,0,4.957601182162762,7.387054316699505,225000.0,173.0,231.0,1.1722689075630253,115,0.18058692332217974
97,Sandro,1240,1,1,0,0.6715466063469648,0.1261495612561702,0.6715466063469648,0.0487412859445377,0.0091560165427865,0.0487412859445377,M,17,3,6,0,2.1408021515235305,2.6105358535423875,25000.0,188.0,387.0,0.8070175438596491,218,0.17485066321757348
98,Daniele Baselli,1286,2,2,2,2.2907420806586742,1.3257531942799687,2.2907420806586742,0.1603163197972633,0.0927821053539636,0.1603163197972633,M S,25,12,6,0,0.8662515766918659,4.243394709192216,500000.0,182.0,276.0,1.1634980988593155,105,0.16921638107840334
99,Marek Hamsik,2319,7,7,10,7.829731174744666,8.202062137424946,7.829731174744666,0.3038705501194566,0.3183206521639694,0.3038705501194566,M S,82,69,1,0,9.989368945360184,23.07313366606832,1200000.0,183.0,332.0,1.780730897009967,21,0.16291729058664553
100,Vurnon Anita,1291,0,0,0,0.1441147057339549,0.2418052610009908,0.1441147057339549,0.0100467261936916,0.0168570669946469,0.0100467261936916,D M S,8,6,3,0,1.5396096548065543,1.8163304338231685,300000.0,169.0,311.0,1.169172932330827,101,0.16166788768075205
101,Luca Cigarini,2687,0,0,3,1.4943691911175847,2.965007269755006,1.4943691911175847,0.0500533037590556,0.0993117433114814,0.0500533037590556,M S,43,59,10,1,9.36672498099506,11.360568005591633,300000.0,175.0,345.0,1.1634980988593155,105,0.16139529213803688
